session_id,timestamp,session_date,device_model,firmware_version,satellite_id,ground_station_id,service_type,snr_db,elevation_degrees,handshake_latency_ms,packet_drop_rate,qoe_tier,ml_anomaly_flag,is_anomaly
SES-101235,2026-08-06 15:17:24+00:00,2026-08-06,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-CA-B,Emergency_SOS,13.34,80.5,3669.0,0.1791,Degraded,-1,1
SES-178224,2026-08-16 06:37:25+00:00,2026-08-16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-03,GS-OR-D,Messages_Satellite,17.01,76.8,3248.0,0.1892,Degraded,-1,1
SES-104956,2026-08-29 12:41:43+00:00,2026-08-29,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-FL-C,Messages_Satellite,15.69,84.5,3736.0,0.0517,Degraded,-1,1
SES-198671,2026-08-23 15:53:50+00:00,2026-08-23,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-CA-B,FindMy_Ping,16.03,18.8,4046.0,0.5008,Degraded,-1,1
SES-178513,2026-08-27 13:10:14+00:00,2026-08-27,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-TX-A,Roadside_Assistance,2.9,80.2,4127.0,0.0268,Degraded,-1,1
SES-128353,2026-08-15 18:41:08+00:00,2026-08-15,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,Messages_Satellite,14.24,62.1,947.0,0.6583,Degraded,-1,1
SES-147621,2026-08-25 10:24:28+00:00,2026-08-25,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-FL-C,Emergency_SOS,16.38,18.5,4308.0,0.0687,Degraded,-1,1
SES-124126,2026-08-02 00:04:45+00:00,2026-08-02,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-TX-A,Messages_Satellite,15.32,66.5,4335.0,0.1272,Degraded,-1,1
SES-158310,2026-08-08 08:55:45+00:00,2026-08-08,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-FL-C,Messages_Satellite,9.65,66.1,4384.0,0.2015,Degraded,-1,1
SES-134090,2026-08-03 16:02:18+00:00,2026-08-03,iPhone 16 Pro,v18.2.0-b2,GS-LEO-12,GS-CA-B,Emergency_SOS,9.73,15.4,4410.0,0.0981,Degraded,-1,1
SES-125940,2026-08-14 08:19:29+00:00,2026-08-14,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-OR-D,Roadside_Assistance,22.73,75.1,575.0,0.238,Acceptable,-1,1
SES-105937,2026-08-13 17:54:07+00:00,2026-08-13,iPhone 16 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Messages_Satellite,11.41,35.3,939.0,0.77,Degraded,-1,1
SES-120187,2026-08-18 10:17:02+00:00,2026-08-18,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,FindMy_Ping,12.17,44.2,938.0,0.664,Degraded,-1,1
SES-139928,2026-08-05 15:28:41+00:00,2026-08-05,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-FL-C,Emergency_SOS,23.06,83.9,650.0,0.3352,Degraded,-1,1
SES-187856,2026-08-02 22:55:25+00:00,2026-08-02,iPhone 16 Pro,v18.2.0-b2,GS-LEO-03,GS-CA-B,Messages_Satellite,9.89,68.1,2865.0,0.4124,Degraded,-1,1
SES-150677,2026-08-01 23:25:36+00:00,2026-08-01,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,21.93,26.6,704.0,0.8216,Degraded,-1,1
SES-165083,2026-08-20 07:13:35+00:00,2026-08-20,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,Messages_Satellite,18.44,61.1,739.0,0.6714,Degraded,-1,1
SES-180223,2026-08-26 14:03:37+00:00,2026-08-26,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,15.08,67.1,754.0,0.6909,Degraded,-1,1
SES-187908,2026-08-20 17:39:06+00:00,2026-08-20,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,Messages_Satellite,12.7,33.9,904.0,0.6817,Degraded,-1,1
SES-125478,2026-08-20 02:19:33+00:00,2026-08-20,iPhone 16 Pro,v18.2.1,GS-LEO-22,GS-CA-B,Messages_Satellite,10.99,21.4,903.0,0.6208,Degraded,-1,1
SES-100637,2026-08-09 19:43:46+00:00,2026-08-09,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Messages_Satellite,18.29,42.1,775.0,0.6034,Degraded,-1,1
SES-154858,2026-08-06 02:22:42+00:00,2026-08-06,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Messages_Satellite,16.38,83.0,780.0,0.6553,Degraded,-1,1
SES-187607,2026-08-09 20:02:05+00:00,2026-08-09,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,17.93,21.4,782.0,0.6095,Degraded,-1,1
SES-148600,2026-08-31 23:15:53+00:00,2026-08-31,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,Emergency_SOS,10.16,24.0,886.0,0.7206,Degraded,-1,1
SES-126770,2026-08-29 17:04:25+00:00,2026-08-29,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Messages_Satellite,10.22,72.2,943.0,0.6667,Degraded,-1,1
SES-124714,2026-08-26 04:40:31+00:00,2026-08-26,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,FindMy_Ping,14.11,80.0,797.0,0.6896,Degraded,-1,1
SES-136207,2026-08-04 10:30:41+00:00,2026-08-04,iPhone 16 Pro,v18.2.1,GS-LEO-04,GS-CA-B,FindMy_Ping,10.03,17.2,1014.0,0.5851,Degraded,-1,1
SES-164032,2026-08-04 07:33:56+00:00,2026-08-04,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Emergency_SOS,16.64,66.9,808.0,0.7504,Degraded,-1,1
SES-115090,2026-08-01 13:38:45+00:00,2026-08-01,iPhone 16 Pro,v18.1.0,GS-LEO-09,GS-CA-B,FindMy_Ping,9.44,38.8,958.0,0.7724,Degraded,-1,1
SES-158114,2026-08-26 07:26:36+00:00,2026-08-26,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,Messages_Satellite,12.71,76.0,864.0,0.7491,Degraded,-1,1
SES-108270,2026-08-03 10:00:04+00:00,2026-08-03,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Emergency_SOS,20.4,67.5,820.0,0.602,Degraded,-1,1
SES-199059,2026-08-28 14:10:35+00:00,2026-08-28,iPhone 16 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Messages_Satellite,9.91,82.6,956.0,0.6523,Degraded,-1,1
SES-180040,2026-08-01 05:16:11+00:00,2026-08-01,iPhone 16 Pro,v18.2.1,GS-LEO-03,GS-CA-B,Emergency_SOS,6.57,48.6,1081.0,0.6471,Degraded,-1,1
SES-145246,2026-08-17 19:11:07+00:00,2026-08-17,iPhone 16 Pro,v18.2.0-b2,GS-LEO-03,GS-CA-B,FindMy_Ping,6.56,65.1,1079.0,0.6137,Degraded,-1,1
SES-170973,2026-08-25 17:20:23+00:00,2026-08-25,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Messages_Satellite,8.59,80.1,949.0,0.7267,Degraded,-1,1
SES-174558,2026-08-10 04:06:37+00:00,2026-08-10,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,Messages_Satellite,12.27,42.4,851.0,0.6894,Degraded,-1,1
SES-103050,2026-08-20 01:20:48+00:00,2026-08-20,iPhone 16 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Messages_Satellite,9.46,67.8,965.0,0.6307,Degraded,-1,1
SES-137283,2026-08-16 04:43:23+00:00,2026-08-16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,FindMy_Ping,14.29,24.4,830.0,0.6497,Degraded,-1,1
SES-133758,2026-08-04 15:56:14+00:00,2026-08-04,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-CA-B,FindMy_Ping,13.86,29.3,828.0,0.6977,Degraded,-1,1
SES-113718,2026-08-28 02:00:23+00:00,2026-08-28,iPhone 16 Pro,v18.1.0,GS-LEO-06,GS-CA-B,Emergency_SOS,9.39,38.0,962.0,0.6709,Degraded,-1,1
SES-100487,2026-08-21 09:51:19+00:00,2026-08-21,iPhone 16 Pro,v18.2.1,GS-LEO-22,GS-CA-B,Messages_Satellite,17.24,71.7,808.0,0.6648,Degraded,-1,1
SES-164591,2026-08-11 23:02:29+00:00,2026-08-11,iPhone 16 Pro,v18.1.0,GS-LEO-09,GS-CA-B,FindMy_Ping,11.27,26.4,938.0,0.7458,Degraded,-1,1
SES-174627,2026-08-19 03:22:25+00:00,2026-08-19,iPhone 16 Pro,v18.2.0-b2,GS-LEO-05,GS-CA-B,Messages_Satellite,9.81,83.4,906.0,0.6783,Degraded,-1,1
SES-117899,2026-08-10 19:00:46+00:00,2026-08-10,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-CA-B,FindMy_Ping,8.19,62.0,1036.0,0.6581,Degraded,-1,1
SES-138583,2026-08-18 14:15:18+00:00,2026-08-18,iPhone 16 Pro,v18.2.0-b2,GS-LEO-09,GS-CA-B,Roadside_Assistance,8.63,19.3,933.0,0.5448,Degraded,-1,1
SES-164868,2026-08-26 22:57:40+00:00,2026-08-26,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,Messages_Satellite,12.2,22.1,895.0,0.6057,Degraded,-1,1
SES-154187,2026-08-03 21:19:59+00:00,2026-08-03,iPhone 16 Pro,v18.2.1,GS-LEO-09,GS-CA-B,Messages_Satellite,8.31,29.9,927.0,0.7784,Degraded,-1,1
SES-172590,2026-08-02 19:21:50+00:00,2026-08-02,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,FindMy_Ping,12.22,55.5,908.0,0.7566,Degraded,-1,1
SES-114884,2026-08-07 04:20:33+00:00,2026-08-07,iPhone 16 Pro,v18.2.0-b2,GS-LEO-22,GS-CA-B,Emergency_SOS,18.1,77.9,703.0,0.6283,Degraded,-1,1
SES-148350,2026-08-14 01:01:05+00:00,2026-08-14,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Messages_Satellite,8.0,24.5,992.0,0.6105,Degraded,-1,1
SES-187957,2026-08-12 01:45:45+00:00,2026-08-12,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Messages_Satellite,9.78,17.7,929.0,0.7748,Degraded,-1,1
SES-197437,2026-08-21 23:35:15+00:00,2026-08-21,iPhone 16 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Emergency_SOS,8.16,17.8,985.0,0.6438,Degraded,-1,1
SES-105758,2026-08-19 20:45:01+00:00,2026-08-19,iPhone 16 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Roadside_Assistance,10.0,61.8,986.0,0.6398,Degraded,-1,1
SES-159833,2026-08-13 06:58:57+00:00,2026-08-13,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,12.25,35.6,937.0,0.6574,Degraded,-1,1
SES-190697,2026-08-02 09:31:23+00:00,2026-08-02,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,FindMy_Ping,3.26,49.8,4433.0,0.2233,Degraded,-1,1
SES-157683,2026-08-09 17:04:24+00:00,2026-08-09,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Messages_Satellite,10.51,79.9,4350.0,0.0826,Degraded,-1,1
SES-174464,2026-08-01 08:36:24+00:00,2026-08-01,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,Roadside_Assistance,3.63,48.9,4203.0,0.1291,Degraded,-1,1
SES-185455,2026-08-10 02:09:08+00:00,2026-08-10,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,Messages_Satellite,9.66,62.0,4187.0,0.0786,Degraded,-1,1
SES-124241,2026-08-13 02:32:30+00:00,2026-08-13,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,Messages_Satellite,6.72,30.8,4186.0,0.1705,Degraded,-1,1
SES-134447,2026-08-14 04:17:07+00:00,2026-08-14,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Messages_Satellite,5.25,41.6,4157.0,0.0182,Degraded,-1,1
SES-172998,2026-08-26 02:37:54+00:00,2026-08-26,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Emergency_SOS,13.05,62.0,4142.0,0.4532,Degraded,-1,1
SES-140360,2026-08-24 19:56:34+00:00,2026-08-24,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,Roadside_Assistance,10.35,78.1,4049.0,0.0107,Degraded,-1,1
SES-172942,2026-08-05 13:35:35+00:00,2026-08-05,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,FindMy_Ping,15.96,72.1,3931.0,0.0613,Degraded,-1,1
SES-105003,2026-08-07 12:57:53+00:00,2026-08-07,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,FindMy_Ping,14.27,59.0,3923.0,0.1362,Degraded,-1,1
SES-196214,2026-08-07 16:44:28+00:00,2026-08-07,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Messages_Satellite,8.66,76.6,3896.0,0.0074,Degraded,-1,1
SES-127057,2026-08-10 01:15:14+00:00,2026-08-10,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Emergency_SOS,14.08,71.8,3874.0,0.0896,Degraded,-1,1
SES-152483,2026-08-29 12:40:25+00:00,2026-08-29,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Emergency_SOS,13.67,73.1,3813.0,0.1269,Degraded,-1,1
SES-117880,2026-08-25 21:26:13+00:00,2026-08-25,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Emergency_SOS,11.58,65.3,3767.0,0.255,Degraded,-1,1
SES-139534,2026-08-18 11:57:03+00:00,2026-08-18,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-FL-C,Messages_Satellite,20.86,18.7,3725.0,0.05,Degraded,-1,1
SES-169078,2026-08-03 13:16:04+00:00,2026-08-03,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-FL-C,Messages_Satellite,9.29,79.5,3686.0,0.0096,Degraded,-1,1
SES-138636,2026-08-25 23:58:56+00:00,2026-08-25,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Roadside_Assistance,16.58,37.7,3646.0,0.6726,Degraded,-1,1
SES-106062,2026-08-15 16:14:08+00:00,2026-08-15,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Messages_Satellite,14.67,52.1,3576.0,0.7732,Degraded,-1,1
SES-112160,2026-08-18 02:03:33+00:00,2026-08-18,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-FL-C,Messages_Satellite,24.0,84.3,3343.0,0.0868,Degraded,-1,1
SES-114037,2026-08-01 01:51:15+00:00,2026-08-01,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Messages_Satellite,20.57,49.9,3194.0,0.0831,Degraded,-1,1
SES-179145,2026-08-22 23:47:26+00:00,2026-08-22,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Messages_Satellite,8.27,35.7,3114.0,0.6107,Degraded,-1,1
SES-187266,2026-08-16 01:52:19+00:00,2026-08-16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Emergency_SOS,21.25,83.1,3040.0,0.0221,Degraded,-1,1
SES-105731,2026-08-27 03:55:47+00:00,2026-08-27,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-OR-D,Roadside_Assistance,19.91,79.2,2856.0,0.0225,Degraded,-1,1
SES-132712,2026-08-31 09:58:08+00:00,2026-08-31,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Messages_Satellite,9.67,84.5,2726.0,0.7437,Degraded,-1,1
SES-165203,2026-08-03 09:16:54+00:00,2026-08-03,iPhone 16 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Messages_Satellite,10.99,23.1,998.0,0.7019,Degraded,-1,1
SES-171647,2026-08-21 03:52:36+00:00,2026-08-21,iPhone 16 Pro,v18.2.1,GS-LEO-01,GS-CA-B,Messages_Satellite,8.02,34.6,999.0,0.6552,Degraded,-1,1
SES-110767,2026-08-15 06:00:17+00:00,2026-08-15,iPhone 16 Pro,v18.2.0-b2,GS-LEO-09,GS-CA-B,Messages_Satellite,12.03,33.4,903.0,0.7085,Degraded,-1,1
SES-148557,2026-08-01 13:54:29+00:00,2026-08-01,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,FindMy_Ping,8.3,65.1,980.0,0.7179,Degraded,-1,1
SES-113756,2026-08-13 06:48:38+00:00,2026-08-13,iPhone 16 Pro,v18.2.1,GS-LEO-01,GS-CA-B,FindMy_Ping,10.36,18.2,1002.0,0.5432,Degraded,-1,1
SES-161967,2026-08-19 11:28:15+00:00,2026-08-19,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-CA-B,Messages_Satellite,9.47,27.1,997.0,0.6268,Degraded,-1,1
SES-114072,2026-08-20 15:14:45+00:00,2026-08-20,iPhone 16 Pro,v18.2.1,GS-LEO-21,GS-CA-B,Roadside_Assistance,4.6,78.7,1077.0,0.4842,Degraded,-1,1
SES-159844,2026-08-26 03:48:40+00:00,2026-08-26,iPhone 16 Pro,v18.2.1,GS-LEO-09,GS-CA-B,Emergency_SOS,14.48,22.3,901.0,0.7006,Degraded,-1,1
SES-115788,2026-08-16 21:25:25+00:00,2026-08-16,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,Messages_Satellite,11.19,84.6,992.0,0.6836,Degraded,-1,1
SES-199903,2026-08-21 19:40:12+00:00,2026-08-21,iPhone 16 Pro,v18.1.0,GS-LEO-09,GS-CA-B,FindMy_Ping,11.5,82.0,896.0,0.7127,Degraded,-1,1
SES-138486,2026-08-10 00:19:55+00:00,2026-08-10,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,FindMy_Ping,8.65,78.2,1020.0,0.8768,Degraded,-1,1
SES-130722,2026-08-18 15:28:54+00:00,2026-08-18,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Messages_Satellite,8.09,48.4,1037.0,0.6029,Degraded,-1,1
SES-159721,2026-08-22 17:17:43+00:00,2026-08-22,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Messages_Satellite,12.46,61.3,1037.0,0.6528,Degraded,-1,1
SES-185811,2026-08-27 14:32:27+00:00,2026-08-27,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Emergency_SOS,3.51,59.6,1024.0,0.5075,Degraded,-1,1
SES-184900,2026-08-16 18:07:33+00:00,2026-08-16,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,Messages_Satellite,9.44,39.7,1035.0,0.673,Degraded,-1,1
SES-110725,2026-08-24 06:50:22+00:00,2026-08-24,iPhone 16 Pro,v18.2.1,GS-LEO-05,GS-CA-B,Messages_Satellite,9.79,47.9,896.0,0.6355,Degraded,-1,1
SES-171300,2026-08-07 22:50:28+00:00,2026-08-07,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,FindMy_Ping,4.89,80.7,1053.0,0.4774,Degraded,-1,1
SES-143672,2026-08-16 15:13:26+00:00,2026-08-16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Roadside_Assistance,6.39,59.7,1002.0,0.7165,Degraded,-1,1
SES-181883,2026-08-03 11:10:12+00:00,2026-08-03,iPhone 16 Pro,v18.2.1,GS-LEO-13,GS-CA-B,Roadside_Assistance,6.84,74.0,1061.0,0.6855,Degraded,-1,1
SES-118077,2026-08-28 17:11:32+00:00,2026-08-28,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Roadside_Assistance,8.72,15.6,1070.0,0.7332,Degraded,-1,1
SES-199433,2026-08-04 20:59:10+00:00,2026-08-04,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-CA-B,Roadside_Assistance,9.0,39.7,982.0,0.6625,Degraded,-1,1
SES-186281,2026-08-03 02:48:06+00:00,2026-08-03,iPhone 16 Pro,v18.1.0,GS-LEO-13,GS-CA-B,Messages_Satellite,3.86,66.9,1091.0,0.7088,Degraded,-1,1
SES-129303,2026-08-22 13:21:29+00:00,2026-08-22,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-FL-C,Roadside_Assistance,2.01,23.9,2753.0,0.16,Degraded,-1,1
SES-188837,2026-08-04 18:13:28+00:00,2026-08-04,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,16.68,39.0,2917.0,0.547,Degraded,-1,1
SES-113985,2026-08-10 17:29:25+00:00,2026-08-10,iPhone 16 Pro,v18.2.1,GS-LEO-03,GS-CA-B,Messages_Satellite,10.92,29.9,976.0,0.7109,Degraded,-1,1
SES-138536,2026-08-11 01:52:47+00:00,2026-08-11,iPhone 16 Pro,v18.2.1,GS-LEO-21,GS-CA-B,FindMy_Ping,11.19,49.9,957.0,0.6551,Degraded,-1,1
SES-173118,2026-08-04 12:11:33+00:00,2026-08-04,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-OR-D,FindMy_Ping,6.3,81.1,3675.0,0.012,Degraded,-1,1
SES-114131,2026-08-27 08:20:52+00:00,2026-08-27,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-TX-A,Emergency_SOS,11.98,54.3,3973.0,0.2016,Degraded,-1,1
SES-110839,2026-08-08 18:46:39+00:00,2026-08-08,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-CA-B,Messages_Satellite,9.88,20.6,971.0,0.5969,Degraded,-1,1
SES-151041,2026-08-08 05:31:09+00:00,2026-08-08,iPhone 16 Pro,v18.1.0,GS-LEO-01,GS-CA-B,Emergency_SOS,4.63,22.6,1039.0,0.5262,Degraded,-1,1
SES-198902,2026-08-19 20:45:42+00:00,2026-08-19,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-TX-A,Messages_Satellite,14.55,54.6,4112.0,0.1343,Degraded,-1,1
SES-179520,2026-08-28 02:41:31+00:00,2026-08-28,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-OR-D,FindMy_Ping,17.19,23.2,4152.0,0.0228,Degraded,-1,1
SES-101314,2026-08-22 18:16:42+00:00,2026-08-22,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-OR-D,Emergency_SOS,7.69,80.0,4217.0,0.0474,Degraded,-1,1
SES-173058,2026-08-01 18:29:26+00:00,2026-08-01,iPhone 16 Pro,v18.2.1,GS-LEO-21,GS-CA-B,Emergency_SOS,9.62,62.0,945.0,0.8077,Degraded,-1,1
SES-177977,2026-08-31 11:57:29+00:00,2026-08-31,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Roadside_Assistance,13.57,75.7,4297.0,0.0222,Degraded,-1,1
SES-157016,2026-08-11 07:13:32+00:00,2026-08-11,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-OR-D,FindMy_Ping,7.79,64.1,4308.0,0.0357,Degraded,-1,1
SES-128448,2026-08-26 12:48:53+00:00,2026-08-26,iPhone 16 Pro,v18.2.1,GS-LEO-06,GS-CA-B,Emergency_SOS,6.01,37.5,1086.0,0.5953,Degraded,-1,1
SES-122257,2026-08-16 09:01:22+00:00,2026-08-16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-FL-C,Emergency_SOS,11.63,67.9,4358.0,0.0136,Degraded,-1,1
SES-162105,2026-08-03 21:01:54+00:00,2026-08-03,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,1.85,69.5,4367.0,0.6127,Degraded,-1,1
SES-194697,2026-08-08 11:19:56+00:00,2026-08-08,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-CA-B,Messages_Satellite,10.52,72.6,4378.0,0.0423,Degraded,-1,1
SES-144677,2026-08-16 00:02:46+00:00,2026-08-16,iPhone 16 Pro,v18.2.0-b2,GS-LEO-13,GS-TX-A,FindMy_Ping,8.33,20.1,4453.0,0.0436,Degraded,-1,1
SES-187173,2026-08-23 23:22:45+00:00,2026-08-23,iPhone 16 Pro,v18.2.0-b2,GS-LEO-14,GS-CA-B,Messages_Satellite,20.87,71.3,591.0,0.6858,Degraded,-1,1
SES-108502,2026-08-21 12:17:25+00:00,2026-08-21,iPhone 16 Pro,v18.2.1,GS-LEO-04,GS-CA-B,Messages_Satellite,2.9,78.9,1069.0,0.6439,Degraded,-1,1
SES-188324,2026-08-09 22:16:23+00:00,2026-08-09,iPhone 16 Pro,v18.2.1,GS-LEO-14,GS-CA-B,Roadside_Assistance,20.1,75.5,650.0,0.5234,Degraded,-1,1
SES-107484,2026-08-19 02:28:38+00:00,2026-08-19,iPhone 16 Pro,v18.1.0,GS-LEO-21,GS-CA-B,Messages_Satellite,8.42,43.6,928.0,0.6823,Degraded,-1,1
SES-127430,2026-08-24 11:03:07+00:00,2026-08-24,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,Roadside_Assistance,7.64,63.8,925.0,0.5988,Degraded,-1,1
SES-178482,2026-08-25 14:48:46+00:00,2026-08-25,iPhone 16 Pro,v18.2.1,GS-LEO-14,GS-CA-B,Messages_Satellite,20.0,62.3,715.0,0.5988,Degraded,-1,1
SES-179868,2026-08-04 23:36:38+00:00,2026-08-04,iPhone 16 Pro,v18.2.1,GS-LEO-04,GS-CA-B,Messages_Satellite,5.03,26.0,1075.0,0.5003,Degraded,-1,1
SES-154174,2026-08-29 15:46:10+00:00,2026-08-29,iPhone 16 Pro,v18.2.0-b2,GS-LEO-06,GS-CA-B,FindMy_Ping,5.98,56.7,1129.0,0.5134,Degraded,-1,1
SES-177202,2026-08-02 10:50:49+00:00,2026-08-02,iPhone 16 Pro,v18.2.0-b2,GS-LEO-01,GS-FL-C,Emergency_SOS,4.96,81.7,1062.0,0.3476,Degraded,-1,1
SES-186853,2026-08-25 10:39:15+00:00,2026-08-25,iPhone 16 Pro,v18.2.1,GS-LEO-21,GS-CA-B,Messages_Satellite,13.16,73.9,907.0,0.761,Degraded,-1,1
SES-188269,2026-08-20 10:17:34+00:00,2026-08-20,iPhone 16 Pro,v18.2.1,GS-LEO-14,GS-CA-B,Messages_Satellite,18.33,75.3,746.0,0.6087,Degraded,-1,1
SES-186206,2026-08-28 02:55:24+00:00,2026-08-28,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-CA-B,Emergency_SOS,10.65,78.7,958.0,0.6412,Degraded,-1,1
SES-118177,2026-08-29 13:25:26+00:00,2026-08-29,iPhone 16 Pro,v18.2.1,GS-LEO-21,GS-CA-B,Roadside_Assistance,10.54,73.7,898.0,0.8086,Degraded,-1,1
SES-169792,2026-08-27 04:48:39+00:00,2026-08-27,iPhone 16 Pro,v18.2.1,GS-LEO-14,GS-CA-B,Roadside_Assistance,13.75,40.5,773.0,0.6704,Degraded,-1,1
SES-138028,2026-08-21 04:39:22+00:00,2026-08-21,iPhone 16 Pro,v18.2.0-b2,GS-LEO-06,GS-CA-B,Messages_Satellite,11.32,77.0,2559.0,0.5475,Degraded,-1,1
