session_id,timestamp,device_model,firmware_version,satellite_id,ground_station_id,service_type,snr_db,elevation_degrees,handshake_latency_ms,packet_drop_rate
SES-157314,2026-08-18 14:25:58,Watch Ultra 2,v18.2.0-b2,GS-LEO-19,GS-OR-D,FindMy_Ping,8.24,37.5,3415.0,0.0526
SES-157315,2026-08-06 19:35:58,iPhone 16 Pro,v18.2.1,GS-LEO-08,GS-CA-B,Messages_Satellite,10.09,63.3,986.0,0.4025
SES-157316,2026-08-23 15:13:05,iPhone 16 Pro,v18.2.1,GS-LEO-05,GS-CA-B,Roadside_Assistance,17.0,33.9,765.0,0.0911
SES-157317,2026-08-16 07:03:16,iPhone 17 Pro,v18.1.0,GS-LEO-13,GS-TX-A,Messages_Satellite,23.06,45.8,636.0,0.0259
SES-157318,2026-08-07 01:10:47,iPhone 17 Pro,v18.2.1,GS-LEO-16,GS-OR-D,Messages_Satellite,14.66,59.6,909.0,0.1572
SES-157319,2026-08-30 05:43:34,iPhone 16 Pro,v18.2.0-b2,GS-LEO-06,GS-TX-A,FindMy_Ping,9.2,46.0,2700.0,0.0232
SES-157320,2026-08-19 06:25:49,iPhone 16 Pro,v18.1.0,GS-LEO-09,GS-TX-A,FindMy_Ping,6.02,40.6,969.0,0.059
SES-157321,2026-08-23 22:49:28,iPhone 16 Pro,v18.2.0-b2,GS-LEO-02,GS-CA-B,Messages_Satellite,13.34,72.9,850.0,0.0726
SES-157322,2026-08-29 15:40:48,iPhone 15 Pro,v18.2.0-b2,GS-LEO-01,GS-TX-A,Messages_Satellite,12.78,72.2,899.0,0.083
SES-157323,2026-08-09 16:21:19,iPhone 17 Pro,v18.2.1,GS-LEO-07,GS-TX-A,FindMy_Ping,5.07,51.3,1073.0,0.1035
SES-157324,2026-08-28 23:45:49,iPhone 17 Pro,v18.2.1,GS-LEO-20,GS-FL-C,Roadside_Assistance,5.79,74.1,1067.0,0.0478
SES-157325,2026-08-20 19:03:23,iPhone 17 Pro,v18.2.1,GS-LEO-12,GS-FL-C,Messages_Satellite,8.68,69.5,1001.0,0.0922
SES-157326,2026-08-02 07:59:46,Watch Ultra 2,v18.2.1,GS-LEO-19,GS-CA-B,Messages_Satellite,10.5,27.4,921.0,0.0446
SES-157327,2026-08-17 09:00:37,iPhone 17 Pro,v18.1.0,GS-LEO-18,GS-FL-C,FindMy_Ping,15.84,57.7,847.0,0.1167
SES-157328,2026-08-26 09:21:06,iPhone 15 Pro,v18.2.0-b2,GS-LEO-10,GS-FL-C,Roadside_Assistance,17.65,27.0,684.0,0.0201
SES-157329,2026-08-21 21:27:48,iPhone 16 Pro,v18.1.0,GS-LEO-24,GS-CA-B,Messages_Satellite,15.51,72.3,777.0,0.451
SES-157330,2026-08-18 04:01:37,iPhone 16 Pro,v18.2.0-b2,GS-LEO-04,GS-FL-C,Messages_Satellite,15.84,44.5,848.0,0.0052
SES-157331,2026-08-12 09:02:39,Watch Ultra 2,v18.2.0-b2,GS-LEO-17,GS-CA-B,Messages_Satellite,17.15,81.4,3387.0,0.0117
SES-157332,2026-08-04 21:55:24,iPhone 17 Pro,v18.2.0-b2,GS-LEO-18,GS-CA-B,Messages_Satellite,18.46,69.8,741.0,0.0933
SES-157333,2026-08-14 03:17:05,iPhone 16 Pro,v18.2.1,GS-LEO-16,GS-CA-B,Messages_Satellite,17.27,66.6,779.0,0.5787
SES-157334,2026-08-11 06:45:38,Watch Ultra 2,v18.1.0,GS-LEO-21,GS-CA-B,Roadside_Assistance,7.35,56.5,1042.0,0.1066
SES-157335,2026-08-14 03:08:07,iPhone 16 Pro,v18.2.0-b2,GS-LEO-11,GS-FL-C,Messages_Satellite,17.99,72.1,4166.0,0.0165
SES-157336,2026-08-09 15:32:41,Watch Ultra 2,v18.2.1,GS-LEO-20,GS-TX-A,FindMy_Ping,12.11,40.5,777.0,0.0671
SES-157337,2026-08-09 17:07:37,iPhone 15 Pro,v18.2.1,GS-LEO-19,GS-OR-D,FindMy_Ping,10.57,70.0,920.0,0.1504
SES-157338,2026-08-02 14:13:19,iPhone 15 Pro,v18.2.0-b2,GS-LEO-04,GS-FL-C,Messages_Satellite,11.58,43.9,3160.0,0.1024
SES-157339,2026-08-25 01:01:22,iPhone 17 Pro,v18.2.1,GS-LEO-09,GS-OR-D,Roadside_Assistance,11.85,32.0,847.0,0.0613
SES-157340,2026-08-03 06:22:55,iPhone 15 Pro,v18.2.0-b2,GS-LEO-02,GS-TX-A,Messages_Satellite,16.19,27.5,839.0,0.0109
SES-157341,2026-08-14 22:08:52,iPhone 17 Pro,v18.2.1,GS-LEO-03,GS-CA-B,Roadside_Assistance,7.97,33.0,966.0,0.0294
SES-157342,2026-08-11 12:48:35,iPhone 17 Pro,v18.2.1,GS-LEO-13,GS-OR-D,Messages_Satellite,18.34,67.8,749.0,0.0802
SES-157343,2026-08-04 19:39:24,iPhone 17 Pro,v18.2.1,GS-LEO-11,GS-OR-D,Messages_Satellite,17.37,73.9,729.0,0.0416
SES-157344,2026-08-03 04:43:13,Watch Ultra 2,v18.2.0-b2,GS-LEO-19,GS-FL-C,FindMy_Ping,14.43,25.1,2955.0,0.0102
SES-157345,2026-08-23 02:36:53,iPhone 17 Pro,v18.2.1,GS-LEO-14,GS-CA-B,Messages_Satellite,9.03,41.0,1037.0,0.0364
SES-157346,2026-08-23 04:55:29,Watch Ultra 2,v18.2.1,GS-LEO-15,GS-CA-B,Roadside_Assistance,12.07,21.1,848.0,0.7528
SES-157347,2026-08-09 04:10:04,iPhone 17 Pro,v18.2.1,GS-LEO-02,GS-TX-A,Roadside_Assistance,8.83,60.1,1040.0,0.0273
SES-157348,2026-08-09 01:22:06,iPhone 17 Pro,v18.2.0-b2,GS-LEO-24,GS-CA-B,FindMy_Ping,9.25,25.5,895.0,0.6944
SES-157349,2026-08-07 23:04:55,iPhone 17 Pro,v18.2.0-b2,GS-LEO-10,GS-FL-C,Messages_Satellite,11.7,28.5,924.0,0.0824
SES-157350,2026-08-28 06:01:46,Watch Ultra 3,v18.2.1,GS-LEO-22,GS-CA-B,Messages_Satellite,12.7,70.4,848.0,0.0102
SES-157351,2026-08-23 15:50:28,iPhone 16 Pro,v18.2.1,GS-LEO-17,GS-OR-D,FindMy_Ping,9.06,71.5,983.0,0.0297
SES-157352,2026-08-13 07:41:45,iPhone 17 Pro,v18.2.0-b2,GS-LEO-20,GS-TX-A,Messages_Satellite,9.97,73.7,1050.0,0.0725
SES-157353,2026-08-30 23:54:15,iPhone 16 Pro,v18.2.1,GS-LEO-05,GS-FL-C,Messages_Satellite,11.53,71.4,876.0,0.0835
SES-157354,2026-08-30 00:04:48,iPhone 15 Pro,v18.1.0,GS-LEO-13,GS-TX-A,Messages_Satellite,15.22,78.6,804.0,0.077
SES-157355,2026-08-17 03:21:36,Watch Ultra 3,v18.2.0-b2,GS-LEO-16,GS-FL-C,Messages_Satellite,10.43,16.5,937.0,0.1697
SES-157356,2026-08-25 14:18:12,iPhone 15 Pro,v18.2.0-b2,GS-LEO-03,GS-CA-B,Roadside_Assistance,11.13,24.3,828.0,0.0576
SES-157357,2026-08-28 11:55:00,iPhone 17 Pro,v18.2.1,GS-LEO-09,GS-TX-A,Messages_Satellite,12.18,42.2,853.0,0.0112
SES-157358,2026-08-10 08:15:13,iPhone 16 Pro,v18.2.0-b2,GS-LEO-19,GS-TX-A,FindMy_Ping,20.33,35.8,765.0,0.008
SES-157359,2026-08-20 10:16:57,Watch Ultra 2,v18.2.0-b2,GS-LEO-04,GS-TX-A,Emergency_SOS,14.88,79.2,857.0,0.1048
SES-157360,2026-08-24 14:58:28,iPhone 17 Pro,v18.1.0,GS-LEO-17,GS-CA-B,Messages_Satellite,8.97,57.1,1004.0,0.0139
SES-157361,2026-08-15 05:26:11,iPhone 15 Pro,v18.2.1,GS-LEO-18,GS-OR-D,Emergency_SOS,15.61,58.3,828.0,0.0952
SES-157362,2026-08-08 23:31:53,iPhone 16 Pro,v18.2.0-b2,GS-LEO-01,GS-FL-C,Messages_Satellite,14.64,30.9,848.0,0.0464
SES-157363,2026-08-27 06:00:15,iPhone 15 Pro,v18.1.0,GS-LEO-07,GS-OR-D,Messages_Satellite,14.9,21.8,774.0,0.0166
SES-157364,2026-08-20 07:07:40,iPhone 16 Pro,v18.2.1,GS-LEO-16,GS-CA-B,Messages_Satellite,14.63,41.0,820.0,0.0502
SES-157365,2026-08-02 14:25:21,iPhone 17 Pro,v18.2.1,GS-LEO-02,GS-OR-D,Emergency_SOS,12.97,38.4,901.0,0.2114
SES-157366,2026-08-04 23:35:06,iPhone 16 Pro,v18.2.1,GS-LEO-12,GS-FL-C,Emergency_SOS,6.77,83.8,1029.0,0.036
SES-157367,2026-08-24 14:24:03,Watch Ultra 2,v18.2.0-b2,GS-LEO-03,GS-CA-B,Messages_Satellite,10.38,32.1,3532.0,0.0432
SES-157368,2026-08-20 00:34:26,iPhone 15 Pro,v18.2.1,GS-LEO-11,GS-TX-A,FindMy_Ping,5.08,58.3,1068.0,0.0418
SES-157369,2026-08-23 20:57:15,iPhone 15 Pro,v18.2.0-b2,GS-LEO-04,GS-TX-A,Messages_Satellite,18.29,55.7,849.0,0.1085
SES-157370,2026-08-26 17:14:56,iPhone 15 Pro,v18.2.0-b2,GS-LEO-15,GS-TX-A,Messages_Satellite,12.25,41.7,2923.0,0.0587
SES-157371,2026-08-22 20:32:31,iPhone 16 Pro,v18.2.0-b2,GS-LEO-14,GS-OR-D,Messages_Satellite,15.66,56.3,818.0,0.0212
SES-157372,2026-08-11 08:39:28,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-TX-A,Emergency_SOS,14.73,81.6,821.0,0.0448
SES-157373,2026-08-25 09:38:39,iPhone 15 Pro,v18.1.0,GS-LEO-15,GS-CA-B,Messages_Satellite,17.58,40.0,682.0,0.1279
SES-157374,2026-08-26 01:06:14,Watch Ultra 3,v18.2.0-b2,GS-LEO-17,GS-OR-D,Roadside_Assistance,20.09,16.3,617.0,0.036
SES-157375,2026-08-03 18:49:19,Watch Ultra 3,v18.1.0,GS-LEO-22,GS-TX-A,Roadside_Assistance,12.08,70.8,890.0,0.0361
SES-157376,2026-08-06 17:34:41,iPhone 17 Pro,v18.1.0,GS-LEO-11,GS-OR-D,Messages_Satellite,11.62,78.7,830.0,0.0416
SES-157377,2026-08-06 00:58:19,iPhone 17 Pro,v18.1.0,GS-LEO-23,GS-FL-C,Roadside_Assistance,11.78,72.9,957.0,0.054
SES-157378,2026-08-04 02:15:44,Watch Ultra 3,v18.2.1,GS-LEO-01,GS-TX-A,Emergency_SOS,12.77,24.8,876.0,0.1653
SES-157379,2026-08-11 00:43:16,iPhone 17 Pro,v18.2.0-b2,GS-LEO-15,GS-OR-D,Roadside_Assistance,10.27,50.6,932.0,0.1895
SES-157380,2026-08-02 14:32:52,iPhone 15 Pro,v18.1.0,GS-LEO-07,GS-FL-C,FindMy_Ping,11.62,55.8,869.0,0.1657
SES-157381,2026-08-17 23:51:44,iPhone 17 Pro,v18.1.0,GS-LEO-17,GS-TX-A,Emergency_SOS,15.07,54.7,806.0,0.0721
SES-157382,2026-08-09 08:32:21,iPhone 16 Pro,v18.1.0,GS-LEO-21,GS-CA-B,Messages_Satellite,12.67,30.7,854.0,0.0578
SES-157383,2026-08-29 04:22:19,iPhone 16 Pro,v18.1.0,GS-LEO-03,GS-OR-D,FindMy_Ping,10.45,38.7,952.0,0.0368
SES-157384,2026-08-08 07:13:15,iPhone 17 Pro,v18.2.1,GS-LEO-05,GS-OR-D,Messages_Satellite,14.62,75.4,805.0,0.0657
SES-157385,2026-08-11 02:11:43,iPhone 17 Pro,v18.2.1,GS-LEO-23,GS-CA-B,Messages_Satellite,18.63,74.6,769.0,0.0135
SES-157386,2026-08-26 17:03:52,iPhone 15 Pro,v18.2.1,GS-LEO-13,GS-TX-A,Roadside_Assistance,11.02,17.9,968.0,0.1024
SES-157387,2026-08-11 19:15:21,iPhone 15 Pro,v18.1.0,GS-LEO-07,GS-CA-B,Emergency_SOS,17.51,70.3,678.0,0.2074
SES-157388,2026-08-18 16:13:07,Watch Ultra 2,v18.2.1,GS-LEO-13,GS-CA-B,FindMy_Ping,11.41,83.7,960.0,0.0325
SES-157389,2026-08-08 23:32:18,Watch Ultra 2,v18.1.0,GS-LEO-18,GS-CA-B,Emergency_SOS,12.79,80.2,898.0,0.0329
SES-157390,2026-08-08 04:22:10,iPhone 17 Pro,v18.2.1,GS-LEO-14,GS-CA-B,FindMy_Ping,15.92,46.1,793.0,0.0195
SES-157391,2026-08-11 05:06:12,iPhone 17 Pro,v18.2.0-b2,GS-LEO-22,GS-FL-C,Messages_Satellite,14.82,71.5,3957.0,0.0363
SES-157392,2026-08-23 14:17:49,iPhone 17 Pro,v18.1.0,GS-LEO-05,GS-FL-C,Messages_Satellite,15.4,66.5,771.0,0.1588
SES-157393,2026-08-24 23:18:53,iPhone 16 Pro,v18.1.0,GS-LEO-21,GS-OR-D,Messages_Satellite,3.27,24.7,1152.0,0.1588
SES-157394,2026-08-17 06:47:56,iPhone 16 Pro,v18.2.1,GS-LEO-07,GS-TX-A,FindMy_Ping,10.91,28.7,857.0,0.0249
SES-157395,2026-08-03 03:32:19,iPhone 16 Pro,v18.2.0-b2,GS-LEO-23,GS-FL-C,Messages_Satellite,4.17,23.4,1135.0,0.0823
SES-157396,2026-08-14 02:17:32,Watch Ultra 3,v18.1.0,GS-LEO-16,GS-FL-C,Messages_Satellite,8.61,39.9,989.0,0.1173
SES-157397,2026-08-14 21:49:26,Watch Ultra 2,v18.2.1,GS-LEO-20,GS-FL-C,Messages_Satellite,16.18,56.0,818.0,0.0884
SES-157398,2026-08-26 10:49:46,iPhone 16 Pro,v18.2.1,GS-LEO-04,GS-TX-A,Messages_Satellite,16.96,50.2,788.0,0.0684
SES-157399,2026-08-02 10:55:14,iPhone 16 Pro,v18.1.0,GS-LEO-17,GS-FL-C,Messages_Satellite,6.72,81.5,1127.0,0.033
SES-157400,2026-08-20 07:09:34,Watch Ultra 2,v18.2.1,GS-LEO-17,GS-FL-C,Roadside_Assistance,13.49,74.1,892.0,0.0126
SES-157401,2026-08-12 18:07:48,iPhone 17 Pro,v18.2.0-b2,GS-LEO-21,GS-CA-B,FindMy_Ping,15.93,75.0,871.0,0.0522
SES-157402,2026-08-31 13:03:03,iPhone 16 Pro,v18.1.0,GS-LEO-22,GS-OR-D,Roadside_Assistance,8.24,38.2,985.0,0.0908
SES-157403,2026-08-10 02:00:19,iPhone 15 Pro,v18.2.0-b2,GS-LEO-10,GS-OR-D,Emergency_SOS,9.84,36.8,994.0,0.0104
SES-157404,2026-08-13 19:31:10,iPhone 17 Pro,v18.1.0,GS-LEO-13,GS-FL-C,Messages_Satellite,12.88,30.8,905.0,0.0735
SES-157405,2026-08-14 12:39:32,iPhone 16 Pro,v18.2.1,GS-LEO-18,GS-TX-A,Roadside_Assistance,16.41,24.5,811.0,0.0262
SES-157406,2026-08-27 17:05:55,iPhone 17 Pro,v18.2.0-b2,GS-LEO-04,GS-TX-A,Roadside_Assistance,11.56,66.6,3872.0,0.0333
SES-157407,2026-08-30 14:04:19,iPhone 17 Pro,v18.1.0,GS-LEO-09,GS-FL-C,Emergency_SOS,12.87,78.9,902.0,0.2158
SES-157408,2026-08-20 09:00:39,iPhone 17 Pro,v18.2.0-b2,GS-LEO-05,GS-TX-A,Roadside_Assistance,15.09,70.4,759.0,0.053
SES-157409,2026-08-27 15:30:04,iPhone 17 Pro,v18.2.1,GS-LEO-16,GS-TX-A,Roadside_Assistance,18.97,67.8,691.0,0.0333
SES-157410,2026-08-13 03:40:29,iPhone 17 Pro,v18.1.0,GS-LEO-22,GS-TX-A,Messages_Satellite,10.09,50.0,991.0,0.0425
SES-157411,2026-08-20 21:24:25,iPhone 15 Pro,v18.2.0-b2,GS-LEO-10,GS-FL-C,Emergency_SOS,4.54,17.1,3374.0,0.0601
SES-157412,2026-08-02 16:21:44,iPhone 17 Pro,v18.2.1,GS-LEO-15,GS-CA-B,FindMy_Ping,12.09,45.4,896.0,0.012
SES-157413,2026-08-14 12:45:20,iPhone 15 Pro,v18.1.0,GS-LEO-17,GS-CA-B,Messages_Satellite,9.94,30.0,999.0,0.6654
SES-157414,2026-08-06 07:44:42,iPhone 16 Pro,v18.2.1,GS-LEO-15,GS-TX-A,Roadside_Assistance,6.89,16.9,995.0,0.0459
SES-157415,2026-08-09 05:16:00,iPhone 17 Pro,v18.2.1,GS-LEO-20,GS-CA-B,Messages_Satellite,4.65,46.9,1061.0,0.0678
SES-157416,2026-08-21 07:08:45,iPhone 17 Pro,v18.2.0-b2,GS-LEO-06,GS-OR-D,FindMy_Ping,14.79,74.3,904.0,0.0613
SES-157417,2026-08-06 02:08:09,iPhone 17 Pro,v18.1.0,GS-LEO-18,GS-TX-A,Messages_Satellite,18.0,35.0,734.0,0.1852
SES-157418,2026-08-20 05:23:34,iPhone 17 Pro,v18.2.1,GS-LEO-16,GS-FL-C,Messages_Satellite,17.21,39.0,782.0,0.0863
SES-157419,2026-08-18 18:55:18,iPhone 15 Pro,v18.2.1,GS-LEO-13,GS-FL-C,Messages_Satellite,12.25,83.6,892.0,0.0753
SES-157420,2026-08-16 18:30:55,iPhone 16 Pro,v18.2.1,GS-LEO-14,GS-TX-A,Messages_Satellite,14.4,36.0,865.0,0.0549
SES-157421,2026-08-31 15:10:10,iPhone 16 Pro,v18.1.0,GS-LEO-04,GS-CA-B,Roadside_Assistance,9.53,42.9,910.0,0.0345
SES-157422,2026-08-16 02:19:59,iPhone 16 Pro,v18.2.0-b2,GS-LEO-21,GS-TX-A,Messages_Satellite,8.44,61.5,1099.0,0.024
SES-157423,2026-08-07 07:13:27,iPhone 17 Pro,v18.1.0,GS-LEO-18,GS-FL-C,Roadside_Assistance,15.27,50.8,785.0,0.0171
SES-157424,2026-08-23 16:11:28,iPhone 15 Pro,v18.2.0-b2,GS-LEO-14,GS-CA-B,Roadside_Assistance,16.49,74.6,808.0,0.1599
SES-157425,2026-08-29 10:12:22,iPhone 17 Pro,v18.2.0-b2,GS-LEO-06,GS-OR-D,FindMy_Ping,16.19,61.5,816.0,0.0292
SES-157426,2026-08-13 00:30:42,Watch Ultra 2,v18.2.0-b2,GS-LEO-24,GS-CA-B,Roadside_Assistance,16.86,19.5,718.0,0.0349
SES-157427,2026-08-10 12:48:29,iPhone 17 Pro,v18.1.0,GS-LEO-05,GS-TX-A,Emergency_SOS,8.51,26.9,922.0,0.0356
SES-157428,2026-08-29 13:02:29,iPhone 17 Pro,v18.2.1,GS-LEO-01,GS-FL-C,Messages_Satellite,13.92,72.8,827.0,0.025
SES-157429,2026-08-28 17:02:10,Watch Ultra 2,v18.2.0-b2,GS-LEO-15,GS-OR-D,Emergency_SOS,11.49,31.6,897.0,0.1227
SES-157430,2026-08-23 18:13:29,iPhone 16 Pro,v18.2.0-b2,GS-LEO-01,GS-FL-C,Emergency_SOS,14.95,59.8,876.0,0.083
SES-157431,2026-08-03 16:53:07,iPhone 17 Pro,v18.2.1,GS-LEO-24,GS-TX-A,FindMy_Ping,18.39,62.2,716.0,0.0114
SES-157432,2026-08-07 10:06:40,iPhone 15 Pro,v18.2.0-b2,GS-LEO-14,GS-CA-B,Messages_Satellite,,29.8,942.0,0.0229
SES-157433,2026-08-06 20:42:13,iPhone 15 Pro,v18.2.0-b2,GS-LEO-12,GS-CA-B,Roadside_Assistance,13.86,15.4,2702.0,0.0223
SES-157434,2026-08-15 11:00:09,iPhone 16 Pro,v18.2.1,GS-LEO-24,GS-TX-A,FindMy_Ping,16.22,37.3,819.0,0.0194
SES-157435,2026-08-19 11:45:08,iPhone 15 Pro,v18.1.0,GS-LEO-21,GS-FL-C,FindMy_Ping,18.28,35.2,747.0,0.037
SES-157436,2026-08-04 18:10:36,iPhone 17 Pro,v18.1.0,GS-LEO-02,GS-FL-C,Messages_Satellite,16.12,52.4,849.0,0.0286
SES-157437,2026-08-19 17:10:21,iPhone 15 Pro,v18.2.0-b2,GS-LEO-23,GS-TX-A,Roadside_Assistance,19.7,23.5,703.0,0.0399
SES-157438,2026-08-30 17:47:49,Watch Ultra 3,v18.2.0-b2,GS-LEO-21,GS-CA-B,FindMy_Ping,10.69,80.9,890.0,0.019
SES-157439,2026-08-02 16:32:13,Watch Ultra 2,v18.2.1,GS-LEO-13,GS-CA-B,Messages_Satellite,7.04,67.5,935.0,0.0776
SES-157440,2026-08-16 03:21:17,Watch Ultra 3,v18.2.1,GS-LEO-20,GS-TX-A,Roadside_Assistance,10.49,71.5,968.0,0.1211
SES-157441,2026-08-23 23:45:42,Watch Ultra 2,v18.2.1,GS-LEO-08,GS-CA-B,FindMy_Ping,9.44,27.4,904.0,0.1013
SES-157442,2026-08-19 10:47:47,Watch Ultra 3,v18.2.0-b2,GS-LEO-08,GS-CA-B,Emergency_SOS,15.84,32.0,817.0,0.0045
SES-157443,2026-08-04 12:53:18,iPhone 16 Pro,v18.2.1,GS-LEO-20,GS-TX-A,Messages_Satellite,16.44,52.4,728.0,0.2975
SES-157444,2026-08-03 10:47:10,iPhone 16 Pro,v18.2.1,GS-LEO-18,GS-OR-D,Roadside_Assistance,17.6,83.1,773.0,0.0454
SES-157445,2026-08-08 05:22:59,iPhone 16 Pro,v18.2.0-b2,GS-LEO-05,GS-FL-C,Roadside_Assistance,12.55,35.7,4345.0,0.053
SES-157446,2026-08-30 15:32:14,iPhone 17 Pro,v18.2.0-b2,GS-LEO-17,GS-CA-B,Messages_Satellite,11.7,34.8,951.0,0.0306
SES-157447,2026-08-21 17:48:07,iPhone 17 Pro,v18.1.0,GS-LEO-23,GS-OR-D,FindMy_Ping,18.11,80.8,667.0,0.0599
SES-157448,2026-08-18 19:17:12,iPhone 16 Pro,v18.2.0-b2,GS-LEO-07,GS-CA-B,Emergency_SOS,5.87,23.0,1017.0,0.0504
SES-157449,2026-08-13 19:02:37,iPhone 16 Pro,v18.1.0,GS-LEO-19,GS-CA-B,FindMy_Ping,13.77,49.2,811.0,0.0761
SES-157450,2026-08-15 06:14:53,iPhone 17 Pro,v18.2.0-b2,GS-LEO-17,GS-FL-C,Roadside_Assistance,10.5,82.2,903.0,0.1213
SES-157451,2026-08-05 00:10:12,iPhone 15 Pro,v18.1.0,GS-LEO-24,GS-FL-C,Emergency_SOS,16.2,57.1,792.0,0.0334
SES-157452,2026-08-29 11:54:19,iPhone 17 Pro,v18.2.0-b2,GS-LEO-18,GS-FL-C,Messages_Satellite,15.42,61.5,766.0,0.1364
SES-157453,2026-08-03 03:50:41,iPhone 16 Pro,v18.1.0,GS-LEO-11,GS-TX-A,Roadside_Assistance,18.3,34.3,793.0,0.0974
SES-157454,2026-08-13 20:57:41,Watch Ultra 2,v18.2.1,GS-LEO-17,GS-TX-A,Roadside_Assistance,13.12,43.1,961.0,0.0054
SES-157455,2026-08-10 15:09:47,Watch Ultra 3,v18.1.0,GS-LEO-22,GS-CA-B,FindMy_Ping,18.46,48.7,737.0,0.039
SES-157456,2026-08-24 18:03:15,iPhone 15 Pro,v18.2.1,GS-LEO-13,GS-OR-D,Messages_Satellite,13.94,64.9,860.0,0.0338
SES-157457,2026-08-23 13:40:09,Watch Ultra 3,v18.2.1,GS-LEO-07,GS-OR-D,Messages_Satellite,14.96,81.5,888.0,0.3249
SES-157458,2026-08-02 14:35:17,Watch Ultra 3,v18.2.0-b2,GS-LEO-06,GS-TX-A,FindMy_Ping,8.22,47.1,974.0,0.0316
SES-157459,2026-08-09 02:31:08,iPhone 17 Pro,v18.2.1,GS-LEO-04,GS-TX-A,FindMy_Ping,10.45,81.2,924.0,0.18
SES-157460,2026-08-30 23:57:29,Watch Ultra 2,v18.2.1,GS-LEO-19,GS-TX-A,Messages_Satellite,11.29,31.1,853.0,0.069
SES-157461,2026-08-21 02:51:12,iPhone 15 Pro,v18.2.0-b2,GS-LEO-17,GS-FL-C,FindMy_Ping,23.63,55.5,590.0,0.0075
SES-157462,2026-08-23 06:04:37,Watch Ultra 3,v18.1.0,GS-LEO-19,GS-CA-B,FindMy_Ping,15.29,40.1,856.0,0.0429
SES-157463,2026-08-02 14:18:38,iPhone 16 Pro,v18.1.0,GS-LEO-19,GS-TX-A,FindMy_Ping,5.74,47.5,1022.0,0.0086
SES-157464,2026-08-17 00:39:05,Watch Ultra 3,v18.2.0-b2,GS-LEO-11,GS-TX-A,Emergency_SOS,17.04,36.4,3296.0,0.0343
SES-157465,2026-08-01 12:21:43,iPhone 16 Pro,v18.1.0,GS-LEO-17,GS-TX-A,FindMy_Ping,17.84,36.0,746.0,0.042
SES-157466,2026-08-10 23:31:25,iPhone 17 Pro,v18.2.1,GS-LEO-09,GS-FL-C,Emergency_SOS,12.48,30.9,865.0,0.0594
SES-157467,2026-08-16 14:26:33,iPhone 16 Pro,v18.2.1,GS-LEO-03,GS-OR-D,Roadside_Assistance,13.46,40.8,898.0,0.0885
SES-157468,2026-08-21 01:49:29,iPhone 16 Pro,v18.2.1,GS-LEO-01,GS-OR-D,Messages_Satellite,13.34,35.8,854.0,0.0407
SES-157469,2026-08-09 04:10:23,Watch Ultra 3,v18.1.0,GS-LEO-24,GS-OR-D,Messages_Satellite,18.89,48.2,733.0,0.0452
SES-157470,2026-08-12 12:53:53,iPhone 17 Pro,v18.2.1,GS-LEO-16,GS-CA-B,Messages_Satellite,14.15,36.0,812.0,0.0221
SES-157471,2026-08-22 21:34:25,Watch Ultra 2,v18.2.0-b2,GS-LEO-19,GS-FL-C,Messages_Satellite,12.02,64.8,1000.0,0.01
SES-157472,2026-08-10 01:41:21,iPhone 17 Pro,v18.2.0-b2,GS-LEO-04,GS-TX-A,Messages_Satellite,13.57,43.9,838.0,0.0182
SES-157473,2026-08-14 07:30:04,Watch Ultra 3,v18.2.1,GS-LEO-17,GS-TX-A,Roadside_Assistance,8.61,18.6,967.0,0.1836
SES-157474,2026-08-20 06:31:40,iPhone 17 Pro,v18.1.0,GS-LEO-22,GS-FL-C,Emergency_SOS,11.34,37.4,961.0,0.112
SES-157475,2026-08-14 00:51:03,iPhone 15 Pro,v18.2.1,GS-LEO-22,GS-OR-D,FindMy_Ping,13.64,17.6,888.0,0.0119
SES-157476,2026-08-16 19:13:56,iPhone 17 Pro,v18.2.1,GS-LEO-21,GS-TX-A,FindMy_Ping,17.65,71.0,718.0,0.0373
SES-157477,2026-08-20 06:47:55,iPhone 15 Pro,v18.1.0,GS-LEO-22,GS-CA-B,Messages_Satellite,10.98,40.3,913.0,0.048
SES-157478,2026-08-01 11:11:44,Watch Ultra 2,v18.2.1,GS-LEO-04,GS-OR-D,FindMy_Ping,16.49,31.4,756.0,0.2173
SES-157479,2026-08-15 06:39:30,iPhone 16 Pro,v18.2.0-b2,GS-LEO-18,GS-CA-B,Messages_Satellite,8.22,82.6,1017.0,0.5752
SES-157480,2026-08-27 01:59:28,iPhone 17 Pro,v18.2.0-b2,GS-LEO-03,GS-CA-B,Messages_Satellite,10.0,19.7,3650.0,0.5661
SES-157481,2026-08-18 08:15:36,iPhone 17 Pro,v18.1.0,GS-LEO-23,GS-TX-A,Messages_Satellite,6.26,37.3,1094.0,0.0822
SES-157482,2026-08-05 04:41:18,iPhone 17 Pro,v18.2.1,GS-LEO-12,GS-OR-D,Messages_Satellite,10.01,20.8,935.0,0.0347
SES-157483,2026-08-05 03:03:51,iPhone 17 Pro,v18.2.1,GS-LEO-21,GS-TX-A,Messages_Satellite,9.46,57.3,990.0,0.1025
SES-157484,2026-08-29 09:44:49,Watch Ultra 2,v18.2.0-b2,GS-LEO-10,GS-OR-D,Roadside_Assistance,15.63,40.4,876.0,0.0453
